Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Germany","Export Quantity","Vegetables, frozen","2020","tonnes","56661"
"Crops and livestock products","Germany","Export Quantity","Wheat","2020","tonnes","9259493"
"Crops and livestock products","Ghana","Export Quantity","Flour, cassava","2020","tonnes","1345"
"Crops and livestock products","Ghana","Export Quantity","Maize","2020","tonnes","14374"
"Crops and livestock products","Ghana","Export Quantity","Oil, olive, virgin","2020","tonnes","1"
"Crops and livestock products","Ghana","Export Quantity","Sunflower seed","2020","tonnes","0"
"Crops and livestock products","Ghana","Export Quantity","Vegetables, frozen","2020","tonnes","875"
"Crops and livestock products","Ghana","Export Quantity","Wheat","2020","tonnes","33"
"Crops and livestock products","Greece","Export Quantity","Barley","2020","tonnes","10854"
"Crops and livestock products","Greece","Export Quantity","Linseed","2020","tonnes","35"
"Crops and livestock products","Greece","Export Quantity","Maize","2020","tonnes","8303"
"Crops and livestock products","Greece","Export Quantity","Oil, olive, virgin","2020","tonnes","174519"
"Crops and livestock products","Greece","Export Quantity","Sunflower seed","2020","tonnes","22303"
"Crops and livestock products","Greece","Export Quantity","Vegetables, frozen","2020","tonnes","5162"
"Crops and livestock products","Greece","Export Quantity","Wheat","2020","tonnes","286932"
"Crops and livestock products","Grenada","Export Quantity","Vegetables, frozen","2020","tonnes","10"
"Crops and livestock products","Guatemala","Export Quantity","Barley","2020","tonnes","12"
"Crops and livestock products","Guatemala","Export Quantity","Linseed","2020","tonnes","27"
"Crops and livestock products","Guatemala","Export Quantity","Maize","2020","tonnes","1093"
"Crops and livestock products","Guatemala","Export Quantity","Oil, olive, virgin","2020","tonnes","20"
"Crops and livestock products","Guatemala","Export Quantity","Sunflower seed","2020","tonnes","30"
"Crops and livestock products","Guatemala","Export Quantity","Vegetables, frozen","2020","tonnes","59787"
"Crops and livestock products","Guatemala","Export Quantity","Wheat","2020","tonnes","0"
"Crops and livestock products","Guinea","Export Quantity","Maize","2020","tonnes","4"
"Crops and livestock products","Guinea","Export Quantity","Vegetables, frozen","2020","tonnes","102"
"Crops and livestock products","Guinea","Export Quantity","Wheat","2020","tonnes","0"
"Crops and livestock products","Guyana","Export Quantity","Maize","2020","tonnes","12"
"Crops and livestock products","Guyana","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Guyana","Export Quantity","Vegetables, frozen","2020","tonnes","104"
"Crops and livestock products","Haiti","Export Quantity","Maize","2020","tonnes","858"
"Crops and livestock products","Honduras","Export Quantity","Flour, cassava","2020","tonnes","0"
"Crops and livestock products","Honduras","Export Quantity","Maize","2020","tonnes","792"
"Crops and livestock products","Honduras","Export Quantity","Vegetables, frozen","2020","tonnes","17"
"Crops and livestock products","Hungary","Export Quantity","Barley","2020","tonnes","831605"
"Crops and livestock products","Hungary","Export Quantity","Linseed","2020","tonnes","509"
"Crops and livestock products","Hungary","Export Quantity","Maize","2020","tonnes","4040502"
"Crops and livestock products","Hungary","Export Quantity","Oil, olive, virgin","2020","tonnes","152"
"Crops and livestock products","Hungary","Export Quantity","Sunflower seed","2020","tonnes","347187"
"Crops and livestock products","Hungary","Export Quantity","Vegetables, frozen","2020","tonnes","23521"
"Crops and livestock products","Hungary","Export Quantity","Wheat","2020","tonnes","2979320"
"Crops and livestock products","Iceland","Export Quantity","Barley","2020","tonnes","0"
"Crops and livestock products","Iceland","Export Quantity","Oil, olive, virgin","2020","tonnes","1"
"Crops and livestock products","Iceland","Export Quantity","Sunflower seed","2020","tonnes","0"
"Crops and livestock products","Iceland","Export Quantity","Vegetables, frozen","2020","tonnes","0"
"Crops and livestock products","India","Export Quantity","Barley","2020","tonnes","2090"
"Crops and livestock products","India","Export Quantity","Flour, cassava","2020","tonnes","77"
"Crops and livestock products","India","Export Quantity","Linseed","2020","tonnes","12493"
"Crops and livestock products","India","Export Quantity","Maize","2020","tonnes","1766876"
"Crops and livestock products","India","Export Quantity","Oil, olive, virgin","2020","tonnes","55"
"Crops and livestock products","India","Export Quantity","Sunflower seed","2020","tonnes","1308"
"Crops and livestock products","India","Export Quantity","Vegetables, frozen","2020","tonnes","40577"
"Crops and livestock products","India","Export Quantity","Wheat","2020","tonnes","928684"
"Crops and livestock products","Indonesia","Export Quantity","Linseed","2020","tonnes","0"
"Crops and livestock products","Indonesia","Export Quantity","Maize","2020","tonnes","64272"
"Crops and livestock products","Indonesia","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Indonesia","Export Quantity","Sunflower seed","2020","tonnes","27"
"Crops and livestock products","Indonesia","Export Quantity","Vegetables, frozen","2020","tonnes","12323"
"Crops and livestock products","Indonesia","Export Quantity","Wheat","2020","tonnes","0"
"Crops and livestock products","Iran (Islamic Republic of)","Export Quantity","Flour, cassava","2020","tonnes","0"
"Crops and livestock products","Iran (Islamic Republic of)","Export Quantity","Linseed","2020","tonnes","1"
"Crops and livestock products","Iran (Islamic Republic of)","Export Quantity","Maize","2020","tonnes","3440"
"Crops and livestock products","Iran (Islamic Republic of)","Export Quantity","Oil, olive, virgin","2020","tonnes","5"
"Crops and livestock products","Iran (Islamic Republic of)","Export Quantity","Vegetables, frozen","2020","tonnes","1574"
"Crops and livestock products","Iraq","Export Quantity","Maize","2020","tonnes","26"
"Crops and livestock products","Iraq","Export Quantity","Sunflower seed","2020","tonnes","200"
"Crops and livestock products","Iraq","Export Quantity","Vegetables, frozen","2020","tonnes","212"
"Crops and livestock products","Iraq","Export Quantity","Wheat","2020","tonnes","772"
"Crops and livestock products","Ireland","Export Quantity","Barley","2020","tonnes","33743"
"Crops and livestock products","Ireland","Export Quantity","Linseed","2020","tonnes","294"
"Crops and livestock products","Ireland","Export Quantity","Maize","2020","tonnes","89315"
"Crops and livestock products","Ireland","Export Quantity","Oil, olive, virgin","2020","tonnes","107"
"Crops and livestock products","Ireland","Export Quantity","Sunflower seed","2020","tonnes","38"
"Crops and livestock products","Ireland","Export Quantity","Vegetables, frozen","2020","tonnes","2078"
"Crops and livestock products","Ireland","Export Quantity","Wheat","2020","tonnes","29714"
"Crops and livestock products","Israel","Export Quantity","Maize","2020","tonnes","1020"
"Crops and livestock products","Israel","Export Quantity","Oil, olive, virgin","2020","tonnes","562"
"Crops and livestock products","Israel","Export Quantity","Sunflower seed","2020","tonnes","1370"
"Crops and livestock products","Israel","Export Quantity","Vegetables, frozen","2020","tonnes","5865"
"Crops and livestock products","Israel","Export Quantity","Wheat","2020","tonnes","11"
"Crops and livestock products","Italy","Export Quantity","Barley","2020","tonnes","40210"
"Crops and livestock products","Italy","Export Quantity","Linseed","2020","tonnes","1145"
"Crops and livestock products","Italy","Export Quantity","Maize","2020","tonnes","41151"
"Crops and livestock products","Italy","Export Quantity","Oil, olive, virgin","2020","tonnes","373328"
"Crops and livestock products","Italy","Export Quantity","Sunflower seed","2020","tonnes","3993"
"Crops and livestock products","Italy","Export Quantity","Vegetables, frozen","2020","tonnes","45436"
"Crops and livestock products","Italy","Export Quantity","Wheat","2020","tonnes","61044"
"Crops and livestock products","Jamaica","Export Quantity","Flour, cassava","2020","tonnes","0"
"Crops and livestock products","Jamaica","Export Quantity","Maize","2020","tonnes","36"
"Crops and livestock products","Jamaica","Export Quantity","Oil, olive, virgin","2020","tonnes","2"
"Crops and livestock products","Jamaica","Export Quantity","Vegetables, frozen","2020","tonnes","5"
"Crops and livestock products","Japan","Export Quantity","Barley","2020","tonnes","10"
"Crops and livestock products","Japan","Export Quantity","Maize","2020","tonnes","1"
"Crops and livestock products","Japan","Export Quantity","Oil, olive, virgin","2020","tonnes","91"
"Crops and livestock products","Japan","Export Quantity","Sunflower seed","2020","tonnes","720"
"Crops and livestock products","Japan","Export Quantity","Vegetables, frozen","2020","tonnes","122"
"Crops and livestock products","Jordan","Export Quantity","Barley","2020","tonnes","6696"
"Crops and livestock products","Jordan","Export Quantity","Maize","2020","tonnes","8396"
"Crops and livestock products","Jordan","Export Quantity","Oil, olive, virgin","2020","tonnes","2567"
"Crops and livestock products","Jordan","Export Quantity","Sunflower seed","2020","tonnes","669"
"Crops and livestock products","Jordan","Export Quantity","Vegetables, frozen","2020","tonnes","551"
"Crops and livestock products","Jordan","Export Quantity","Wheat","2020","tonnes","1440"
"Crops and livestock products","Kazakhstan","Export Quantity","Barley","2020","tonnes","980295"
"Crops and livestock products","Kazakhstan","Export Quantity","Linseed","2020","tonnes","452686"
"Crops and livestock products","Kazakhstan","Export Quantity","Maize","2020","tonnes","68760"
"Crops and livestock products","Kazakhstan","Export Quantity","Oil, olive, virgin","2020","tonnes","6"
"Crops and livestock products","Kazakhstan","Export Quantity","Sunflower seed","2020","tonnes","256857"
"Crops and livestock products","Kazakhstan","Export Quantity","Vegetables, frozen","2020","tonnes","59"
"Crops and livestock products","Kazakhstan","Export Quantity","Wheat","2020","tonnes","5198943"
"Crops and livestock products","Kenya","Export Quantity","Barley","2020","tonnes","20173"
"Crops and livestock products","Kenya","Export Quantity","Linseed","2020","tonnes","1"
"Crops and livestock products","Kenya","Export Quantity","Maize","2020","tonnes","7139"
"Crops and livestock products","Kenya","Export Quantity","Oil, olive, virgin","2020","tonnes","13"
"Crops and livestock products","Kenya","Export Quantity","Sunflower seed","2020","tonnes","72"
"Crops and livestock products","Kenya","Export Quantity","Vegetables, frozen","2020","tonnes","19296"
"Crops and livestock products","Kenya","Export Quantity","Wheat","2020","tonnes","1039"
"Crops and livestock products","Kuwait","Export Quantity","Flour, cassava","2020","tonnes","0"
"Crops and livestock products","Kuwait","Export Quantity","Linseed","2020","tonnes",""
"Crops and livestock products","Kuwait","Export Quantity","Maize","2020","tonnes","20"
"Crops and livestock products","Kuwait","Export Quantity","Oil, olive, virgin","2020","tonnes","117"
"Crops and livestock products","Kuwait","Export Quantity","Sunflower seed","2020","tonnes","22"
"Crops and livestock products","Kuwait","Export Quantity","Vegetables, frozen","2020","tonnes","5"
"Crops and livestock products","Kuwait","Export Quantity","Wheat","2020","tonnes","98"
"Crops and livestock products","Kyrgyzstan","Export Quantity","Maize","2020","tonnes","3656"
"Crops and livestock products","Kyrgyzstan","Export Quantity","Sunflower seed","2020","tonnes","1381"
"Crops and livestock products","Kyrgyzstan","Export Quantity","Vegetables, frozen","2020","tonnes","12"
"Crops and livestock products","Kyrgyzstan","Export Quantity","Wheat","2020","tonnes","88"
"Crops and livestock products","Lao People's Democratic Republic","Export Quantity","Maize","2020","tonnes","166827"
"Crops and livestock products","Latvia","Export Quantity","Barley","2020","tonnes","127760"
"Crops and livestock products","Latvia","Export Quantity","Linseed","2020","tonnes","2098"
"Crops and livestock products","Latvia","Export Quantity","Maize","2020","tonnes","39441"
"Crops and livestock products","Latvia","Export Quantity","Oil, olive, virgin","2020","tonnes","613"
"Crops and livestock products","Latvia","Export Quantity","Sunflower seed","2020","tonnes","4611"
"Crops and livestock products","Latvia","Export Quantity","Vegetables, frozen","2020","tonnes","703"
"Crops and livestock products","Latvia","Export Quantity","Wheat","2020","tonnes","3011623"
"Crops and livestock products","Lebanon","Export Quantity","Barley","2020","tonnes","5724"
"Crops and livestock products","Lebanon","Export Quantity","Linseed","2020","tonnes","0"
"Crops and livestock products","Lebanon","Export Quantity","Maize","2020","tonnes","15387"
"Crops and livestock products","Lebanon","Export Quantity","Oil, olive, virgin","2020","tonnes","6972"
"Crops and livestock products","Lebanon","Export Quantity","Sunflower seed","2020","tonnes","599"
"Crops and livestock products","Lebanon","Export Quantity","Vegetables, frozen","2020","tonnes","1473"
"Crops and livestock products","Lebanon","Export Quantity","Wheat","2020","tonnes","764"
"Crops and livestock products","Lesotho","Export Quantity","Barley","2020","tonnes","0"
"Crops and livestock products","Lesotho","Export Quantity","Maize","2020","tonnes","352"
"Crops and livestock products","Lesotho","Export Quantity","Oil, olive, virgin","2020","tonnes",""
"Crops and livestock products","Lesotho","Export Quantity","Vegetables, frozen","2020","tonnes",""
"Crops and livestock products","Lesotho","Export Quantity","Wheat","2020","tonnes","0"
"Crops and livestock products","Libya","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Lithuania","Export Quantity","Barley","2020","tonnes","383855"
"Crops and livestock products","Lithuania","Export Quantity","Linseed","2020","tonnes","7487"
"Crops and livestock products","Lithuania","Export Quantity","Maize","2020","tonnes","235028"
"Crops and livestock products","Lithuania","Export Quantity","Oil, olive, virgin","2020","tonnes","1277"
"Crops and livestock products","Lithuania","Export Quantity","Sunflower seed","2020","tonnes","32633"
"Crops and livestock products","Lithuania","Export Quantity","Vegetables, frozen","2020","tonnes","3372"
"Crops and livestock products","Lithuania","Export Quantity","Wheat","2020","tonnes","3979200"
"Crops and livestock products","Luxembourg","Export Quantity","Barley","2020","tonnes","12742"
"Crops and livestock products","Luxembourg","Export Quantity","Linseed","2020","tonnes","66"
"Crops and livestock products","Luxembourg","Export Quantity","Maize","2020","tonnes","12464"
"Crops and livestock products","Luxembourg","Export Quantity","Oil, olive, virgin","2020","tonnes","59"
"Crops and livestock products","Luxembourg","Export Quantity","Sunflower seed","2020","tonnes","53"
"Crops and livestock products","Luxembourg","Export Quantity","Vegetables, frozen","2020","tonnes","223"
"Crops and livestock products","Luxembourg","Export Quantity","Wheat","2020","tonnes","30423"
"Crops and livestock products","Madagascar","Export Quantity","Maize","2020","tonnes","147"
"Crops and livestock products","Madagascar","Export Quantity","Sunflower seed","2020","tonnes",""
"Crops and livestock products","Madagascar","Export Quantity","Vegetables, frozen","2020","tonnes","239"
"Crops and livestock products","Malawi","Export Quantity","Maize","2020","tonnes","634"
"Crops and livestock products","Malawi","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Malawi","Export Quantity","Sunflower seed","2020","tonnes","1778"
"Crops and livestock products","Malawi","Export Quantity","Vegetables, frozen","2020","tonnes","103"
"Crops and livestock products","Malaysia","Export Quantity","Barley","2020","tonnes","274"
"Crops and livestock products","Malaysia","Export Quantity","Linseed","2020","tonnes","0"
"Crops and livestock products","Malaysia","Export Quantity","Maize","2020","tonnes","13653"
"Crops and livestock products","Malaysia","Export Quantity","Oil, olive, virgin","2020","tonnes","27"
"Crops and livestock products","Malaysia","Export Quantity","Sunflower seed","2020","tonnes","0"
"Crops and livestock products","Malaysia","Export Quantity","Vegetables, frozen","2020","tonnes","337"
"Crops and livestock products","Malaysia","Export Quantity","Wheat","2020","tonnes","356"
"Crops and livestock products","Maldives","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Maldives","Export Quantity","Wheat","2020","tonnes","626"
"Crops and livestock products","Mali","Export Quantity","Maize","2020","tonnes","9568"
"Crops and livestock products","Mali","Export Quantity","Vegetables, frozen","2020","tonnes","2"
"Crops and livestock products","Mali","Export Quantity","Wheat","2020","tonnes","0"
"Crops and livestock products","Malta","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Malta","Export Quantity","Vegetables, frozen","2020","tonnes","47"
"Crops and livestock products","Mauritania","Export Quantity","Vegetables, frozen","2020","tonnes",""
"Crops and livestock products","Mauritius","Export Quantity","Linseed","2020","tonnes","0"
"Crops and livestock products","Mauritius","Export Quantity","Oil, olive, virgin","2020","tonnes","6"
"Crops and livestock products","Mauritius","Export Quantity","Vegetables, frozen","2020","tonnes","1"
"Crops and livestock products","Mexico","Export Quantity","Flour, cassava","2020","tonnes","0"
"Crops and livestock products","Mexico","Export Quantity","Linseed","2020","tonnes","4"
"Crops and livestock products","Mexico","Export Quantity","Maize","2020","tonnes","312384"
"Crops and livestock products","Mexico","Export Quantity","Oil, olive, virgin","2020","tonnes","628"
"Crops and livestock products","Mexico","Export Quantity","Vegetables, frozen","2020","tonnes","400344"
"Crops and livestock products","Mexico","Export Quantity","Wheat","2020","tonnes","255638"
"Crops and livestock products","Mongolia","Export Quantity","Sunflower seed","2020","tonnes","3"
"Crops and livestock products","Montenegro","Export Quantity","Linseed","2020","tonnes","2"
"Crops and livestock products","Montenegro","Export Quantity","Maize","2020","tonnes","327"
"Crops and livestock products","Montenegro","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Montenegro","Export Quantity","Sunflower seed","2020","tonnes","1"
"Crops and livestock products","Montenegro","Export Quantity","Vegetables, frozen","2020","tonnes","95"
"Crops and livestock products","Montenegro","Export Quantity","Wheat","2020","tonnes","0"
"Crops and livestock products","Morocco","Export Quantity","Barley","2020","tonnes",""
"Crops and livestock products","Morocco","Export Quantity","Linseed","2020","tonnes","3"
"Crops and livestock products","Morocco","Export Quantity","Maize","2020","tonnes","1"
"Crops and livestock products","Morocco","Export Quantity","Oil, olive, virgin","2020","tonnes","10440"
"Crops and livestock products","Morocco","Export Quantity","Sunflower seed","2020","tonnes","0"
"Crops and livestock products","Morocco","Export Quantity","Vegetables, frozen","2020","tonnes","2090"
"Crops and livestock products","Morocco","Export Quantity","Wheat","2020","tonnes","10"
"Crops and livestock products","Mozambique","Export Quantity","Barley","2020","tonnes","0"
"Crops and livestock products","Mozambique","Export Quantity","Flour, cassava","2020","tonnes","1"
"Crops and livestock products","Mozambique","Export Quantity","Linseed","2020","tonnes","528"
"Crops and livestock products","Mozambique","Export Quantity","Maize","2020","tonnes","540"
"Crops and livestock products","Mozambique","Export Quantity","Oil, olive, virgin","2020","tonnes","1"
"Crops and livestock products","Mozambique","Export Quantity","Sunflower seed","2020","tonnes","3650"
"Crops and livestock products","Mozambique","Export Quantity","Vegetables, frozen","2020","tonnes","8"
"Crops and livestock products","Mozambique","Export Quantity","Wheat","2020","tonnes","10020"
"Crops and livestock products","Myanmar","Export Quantity","Flour, cassava","2020","tonnes","415"
"Crops and livestock products","Myanmar","Export Quantity","Maize","2020","tonnes","1191119"
"Crops and livestock products","Myanmar","Export Quantity","Sunflower seed","2020","tonnes","817"
"Crops and livestock products","Myanmar","Export Quantity","Vegetables, frozen","2020","tonnes","958"
"Crops and livestock products","Myanmar","Export Quantity","Wheat","2020","tonnes","3"
"Crops and livestock products","Namibia","Export Quantity","Barley","2020","tonnes","0"
"Crops and livestock products","Namibia","Export Quantity","Maize","2020","tonnes","2621"
"Crops and livestock products","Namibia","Export Quantity","Oil, olive, virgin","2020","tonnes","2"
"Crops and livestock products","Namibia","Export Quantity","Vegetables, frozen","2020","tonnes","0"
"Crops and livestock products","Namibia","Export Quantity","Wheat","2020","tonnes","95"
"Crops and livestock products","Nepal","Export Quantity","Linseed","2020","tonnes","267"
"Crops and livestock products","Nepal","Export Quantity","Maize","2020","tonnes","12"
"Crops and livestock products","Nepal","Export Quantity","Vegetables, frozen","2020","tonnes","1"
"Crops and livestock products","Netherlands","Export Quantity","Barley","2020","tonnes","86537"
"Crops and livestock products","Netherlands","Export Quantity","Linseed","2020","tonnes","30218"
"Crops and livestock products","Netherlands","Export Quantity","Maize","2020","tonnes","849256"
"Crops and livestock products","Netherlands","Export Quantity","Oil, olive, virgin","2020","tonnes","4543"
"Crops and livestock products","Netherlands","Export Quantity","Sunflower seed","2020","tonnes","31376"
"Crops and livestock products","Netherlands","Export Quantity","Vegetables, frozen","2020","tonnes","213077"
"Crops and livestock products","Netherlands","Export Quantity","Wheat","2020","tonnes","256795"
"Crops and livestock products","New Zealand","Export Quantity","Barley","2020","tonnes","240"
"Crops and livestock products","New Zealand","Export Quantity","Linseed","2020","tonnes","691"
"Crops and livestock products","New Zealand","Export Quantity","Maize","2020","tonnes","1315"
"Crops and livestock products","New Zealand","Export Quantity","Oil, olive, virgin","2020","tonnes","66"
"Crops and livestock products","New Zealand","Export Quantity","Sunflower seed","2020","tonnes","3"
"Crops and livestock products","New Zealand","Export Quantity","Vegetables, frozen","2020","tonnes","65437"
"Crops and livestock products","New Zealand","Export Quantity","Wheat","2020","tonnes","68"
"Crops and livestock products","Nicaragua","Export Quantity","Barley","2020","tonnes","0"
"Crops and livestock products","Nicaragua","Export Quantity","Flour, cassava","2020","tonnes","860"
"Crops and livestock products","Nicaragua","Export Quantity","Linseed","2020","tonnes","2"
"Crops and livestock products","Nicaragua","Export Quantity","Maize","2020","tonnes","1186"
"Crops and livestock products","Nicaragua","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Nicaragua","Export Quantity","Vegetables, frozen","2020","tonnes","0"
"Crops and livestock products","Niger","Export Quantity","Flour, cassava","2020","tonnes",""
"Crops and livestock products","Niger","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Niger","Export Quantity","Vegetables, frozen","2020","tonnes",""
"Crops and livestock products","Nigeria","Export Quantity","Flour, cassava","2020","tonnes","2375"
"Crops and livestock products","Nigeria","Export Quantity","Linseed","2020","tonnes","0"
"Crops and livestock products","Nigeria","Export Quantity","Maize","2020","tonnes","4723"
"Crops and livestock products","Nigeria","Export Quantity","Oil, olive, virgin","2020","tonnes","5"
"Crops and livestock products","Nigeria","Export Quantity","Sunflower seed","2020","tonnes",""
"Crops and livestock products","Nigeria","Export Quantity","Vegetables, frozen","2020","tonnes","32"
"Crops and livestock products","Nigeria","Export Quantity","Wheat","2020","tonnes","24"
"Crops and livestock products","North Macedonia","Export Quantity","Barley","2020","tonnes","2645"
"Crops and livestock products","North Macedonia","Export Quantity","Linseed","2020","tonnes","5"
"Crops and livestock products","North Macedonia","Export Quantity","Maize","2020","tonnes","17243"
"Crops and livestock products","North Macedonia","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","North Macedonia","Export Quantity","Sunflower seed","2020","tonnes","2677"
"Crops and livestock products","North Macedonia","Export Quantity","Vegetables, frozen","2020","tonnes","5024"
"Crops and livestock products","North Macedonia","Export Quantity","Wheat","2020","tonnes","4807"
"Crops and livestock products","Norway","Export Quantity","Barley","2020","tonnes","618"
"Crops and livestock products","Norway","Export Quantity","Linseed","2020","tonnes","32"
"Crops and livestock products","Norway","Export Quantity","Maize","2020","tonnes","277"
"Crops and livestock products","Norway","Export Quantity","Oil, olive, virgin","2020","tonnes","2"
"Crops and livestock products","Norway","Export Quantity","Sunflower seed","2020","tonnes","298"
"Crops and livestock products","Norway","Export Quantity","Vegetables, frozen","2020","tonnes","182"
"Crops and livestock products","Norway","Export Quantity","Wheat","2020","tonnes","50"
"Crops and livestock products","Oman","Export Quantity","Barley","2020","tonnes","1"
"Crops and livestock products","Oman","Export Quantity","Maize","2020","tonnes","15"
"Crops and livestock products","Oman","Export Quantity","Oil, olive, virgin","2020","tonnes","35"
"Crops and livestock products","Oman","Export Quantity","Sunflower seed","2020","tonnes","11"
"Crops and livestock products","Oman","Export Quantity","Vegetables, frozen","2020","tonnes","90"
"Crops and livestock products","Oman","Export Quantity","Wheat","2020","tonnes","350"
"Crops and livestock products","Pakistan","Export Quantity","Barley","2020","tonnes","223"
"Crops and livestock products","Pakistan","Export Quantity","Flour, cassava","2020","tonnes","73"
"Crops and livestock products","Pakistan","Export Quantity","Maize","2020","tonnes","64682"
"Crops and livestock products","Pakistan","Export Quantity","Oil, olive, virgin","2020","tonnes","9"
"Crops and livestock products","Pakistan","Export Quantity","Vegetables, frozen","2020","tonnes","11048"
"Crops and livestock products","Pakistan","Export Quantity","Wheat","2020","tonnes","28000"
"Crops and livestock products","Palestine","Export Quantity","Oil, olive, virgin","2020","tonnes","6456"
"Crops and livestock products","Palestine","Export Quantity","Wheat","2020","tonnes","4"
"Crops and livestock products","Panama","Export Quantity","Maize","2020","tonnes","0"
